SA2_CODE_2021,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
206071141,458,244,87,17,6517
206071142,824,473,201,58,7301
206071143,1013,776,422,125,8866
206071145,921,714,226,44,6633
206071517,1236,708,304,58,12761
206071518,779,517,208,69,9171
207011146,826,503,254,122,4567
207011147,1585,1251,754,346,9614
207011148,2278,1353,716,278,11829
207011149,2327,1705,947,502,13128
207011150,1885,1186,607,167,10124
207011152,1304,943,552,189,10485
207011154,696,437,221,80,3790
207011155,1855,1441,708,338,9734
207011519,852,647,336,86,6527
207011520,921,704,423,156,8296
207011521,1257,953,562,253,7266
207011522,1346,951,497,235,8128
207021156,988,584,418,139,5972
207021157,1877,1391,973,397,14268
207021159,1740,1329,760,281,9378
207021160,1120,795,719,300,7677
207021424,1475,1101,600,187,8648
207021425,1020,698,579,187,8241
207031161,2003,1231,748,368,12799
207031162,869,624,384,204,5983
207031163,1554,1042,613,389,13893
207031164,1540,998,509,171,10329
207031165,825,512,350,225,7392
207031166,810,553,453,131,6014
207031167,1085,856,378,158,6354
208011168,1661,1185,654,216,7933
208011169,2673,2121,1288,570,13871
208011170,1733,1165,661,413,9361
208011171,971,587,307,132,6910
208011172,2088,1233,617,165,10571
208011173,2069,1584,849,378,10388
208021174,2230,1293,675,344,14310
208021176,1365,932,498,242,12125
208021177,1751,1720,674,346,13782
208021178,1653,1492,654,366,10969
208021179,1071,803,350,135,7411
208021180,593,264,123,59,4374
208021181,811,491,176,54,5650
208021182,1031,700,299,69,8349
208021426,1278,749,283,124,8841
208021427,1138,719,324,159,7583
208031183,775,410,213,75,4445
208031184,6,0,0,3,25
208031185,1084,805,315,100,6303
208031186,1185,863,417,211,8475
208031187,372,262,126,41,2639
208031188,1780,1184,648,397,13361
208031189,1196,653,353,101,7306
208031190,1087,800,476,197,7602
208031191,677,443,234,70,4950
208031192,0,0,0,0,26
208031193,1863,1206,527,246,11685
208041194,1904,1448,898,362,12857
208041195,2013,1364,662,319,13295
209011196,639,447,298,96,4946
209011197,1716,1417,623,219,11269
209011198,1310,960,568,283,9555
209011199,1008,555,209,68,8133
209011200,1269,910,374,142,7715
209011201,985,729,326,112,4743
209011202,1396,1227,629,134,9161
209011203,1420,1053,612,227,10148
209011204,657,462,261,70,4875
209021205,752,362,195,110,5800
209021428,1165,610,195,80,11807
209021429,877,413,159,98,7085
209021523,790,396,229,95,7885
209021524,463,337,231,103,4208
209021525,696,497,271,204,6731
209021526,805,406,163,84,7676
209031209,2523,1877,717,172,13241
209031210,387,251,90,15,2005
209031211,460,281,75,11,2307
209031212,685,508,171,33,2939
209031213,875,533,220,85,4820
209031214,836,530,209,29,3933
209031215,1396,737,286,64,7656
209041216,505,249,119,62,3771
209041217,385,304,180,46,3162
209041220,1442,781,233,96,8487
209041221,909,559,172,37,5473
209041223,831,598,290,84,7858
209041224,1286,677,233,36,10257
209041225,713,554,209,96,5293
209041431,773,437,327,279,6090
209041432,454,293,131,38,3660
209041433,437,214,58,15,5466
209041435,645,267,64,12,5793
209041436,714,423,208,92,5854
209041437,570,329,81,14,11421
209041527,745,499,178,20,7503
209041528,397,247,79,11,5045
209041529,398,263,169,46,4119
209041530,492,313,138,43,5203
209041531,448,321,140,14,5427
209041532,396,193,60,5,5736
210011226,491,344,163,66,4108
210011227,3,0,0,0,9
210011228,647,516,300,104,4073
210011230,612,326,136,72,3938
210011231,883,609,255,80,5261
210011533,743,620,401,180,5785
210011534,977,650,503,113,7145
210021232,1235,800,403,147,7264
210021233,431,366,129,18,2034
210021234,468,317,137,9,2391
210021235,973,642,256,42,5432
210031236,497,243,135,103,4611
210031237,589,338,161,82,6209
210031439,190,116,83,37,1504
210031440,296,164,114,53,2814
210031535,702,365,229,148,7327
210031536,390,191,178,196,5015
210031537,470,253,120,66,4597
210031538,1035,500,258,174,9541
210041240,1137,710,259,75,6779
210041539,261,141,33,4,2695
210041540,982,723,364,139,7333
210041541,916,502,185,40,5541
210051242,550,291,158,64,5903
210051243,589,344,226,70,5445
210051245,1196,853,438,126,8040
210051246,1453,716,187,28,9977
210051247,652,302,124,19,5134
210051248,14,13,3,0,87
210051250,363,294,138,22,3063
210051441,499,211,58,13,3318
210051442,513,193,43,12,5311
210051443,939,386,89,19,9097
210051445,558,259,60,13,10883
210051542,219,101,20,3,4378
210051543,361,220,113,68,5616
210051544,579,213,67,18,3806
210051545,557,210,93,20,4986
211011251,762,549,354,191,6659
211011254,1224,825,437,105,8829
211011255,691,285,93,17,3337
211011256,1460,784,324,102,8011
211011257,686,337,181,54,3991
211011258,1037,503,242,59,5335
211011259,1071,989,419,246,7594
211011260,1694,1233,651,304,9774
211011446,1541,1263,694,266,12430
211011447,1039,764,442,127,7327
211011448,1186,801,326,109,7838
211011449,362,227,79,14,2214
211021261,1603,1102,662,270,8945
211021262,1201,773,299,86,5505
211031263,889,495,255,194,6049
211031265,1800,1029,439,134,9597
211031266,1167,897,524,288,10351
211031267,1648,1192,654,250,11585
211031268,952,617,351,100,5252
211031450,1094,874,454,168,8393
211031451,995,797,602,258,7385
211031452,341,232,118,37,2479
211041269,814,590,407,191,5859
211041270,1276,850,423,123,9556
211041271,833,584,400,267,7122
211041272,766,601,412,114,5912
211041273,1079,977,556,298,6773
211051274,957,680,195,40,5565
211051275,859,626,350,64,5918
211051276,1351,1020,538,191,7327
211051277,626,474,320,128,4853
211051278,1518,1022,569,159,9805
211051279,487,390,153,39,2962
211051280,563,421,213,128,3623
211051281,1551,1109,516,152,11427
211051282,1129,960,356,57,5760
211051283,776,519,244,31,4934
211051284,1026,680,200,44,5525
211051285,704,401,190,35,3924
211051286,1510,1143,466,108,8357
212011289,1798,1127,434,91,9677
212011546,1253,688,247,41,11972
212011547,878,521,264,69,4791
212011548,550,421,194,71,4444
212011549,680,444,258,114,7108
212011550,319,248,91,8,3518
212011551,318,245,213,68,3091
212011552,1116,714,433,190,12096
212021293,1985,1284,820,346,11850
212021295,500,369,210,76,4787
212021297,691,443,221,125,4898
212021299,782,478,196,94,4023
212021453,979,604,204,66,5764
212021454,1117,798,240,55,6501
212021455,1002,430,162,51,6311
212021456,884,457,198,59,6819
212021553,1030,522,207,36,8519
212021554,564,269,93,17,5526
212031300,1152,711,280,63,9314
212031303,824,489,196,49,8413
212031304,755,418,160,55,9640
212031306,801,358,122,53,8374
212031308,657,427,149,42,3752
212031457,940,445,167,26,5858
212031458,913,370,145,30,6920
212031555,363,204,76,10,5127
212031556,321,130,35,5,7286
212031557,736,473,291,85,10336
212031558,327,187,155,96,5772
212031559,407,172,46,12,5670
212031560,672,303,115,19,5010
212031561,788,333,124,21,5270
212031562,777,419,143,25,5468
212041309,837,646,311,159,5686
212041310,584,381,187,56,7016
212041312,1314,955,475,149,10128
212041313,839,664,345,131,5176
212041316,398,328,167,24,3253
212041317,785,546,331,170,9198
212041318,476,359,197,58,4378
212041459,648,397,193,92,6326
212041460,773,605,366,130,7840
212041563,1052,705,406,187,9899
212041564,246,226,118,42,3203
212041565,684,660,345,105,5871
212041566,744,338,96,28,7060
212051319,1338,864,434,193,11311
212051321,1854,1474,967,332,12209
212051322,1796,1086,695,343,12059
212051323,1543,897,594,241,9372
212051324,1613,1006,656,319,11066
212051325,1293,918,596,199,10247
212051326,1607,809,326,152,12787
212051327,1687,1609,1215,655,11505
212051567,277,186,125,121,6102
212051568,500,305,184,146,7692
213011328,344,253,122,27,3827
213011329,487,248,66,11,4085
213011331,485,284,98,19,3223
213011332,900,723,227,56,5824
213011333,607,504,169,35,4864
213011334,880,638,295,96,8326
213011335,741,526,402,313,7201
213011336,471,263,122,79,4709
213011337,521,326,144,63,4817
213011338,822,514,294,98,7532
213011339,792,328,146,73,5630
213011340,1675,809,287,56,7930
213011569,744,598,266,41,7479
213011570,286,115,38,8,3601
213021341,1028,699,361,137,7302
213021342,1301,827,255,76,8647
213021343,622,352,264,132,6881
213021344,1458,679,232,155,10561
213021345,352,151,47,17,2415
213021346,1894,1181,460,137,9092
213031347,802,495,173,118,9745
213031348,848,506,232,158,11071
213031349,811,464,137,34,7371
213031350,628,229,74,44,5513
213031351,646,290,127,45,6763
213031352,1110,449,152,73,8927
213041353,1531,1162,525,125,11615
213041358,924,549,195,30,8701
213041359,382,187,46,0,8277
213041360,787,369,157,47,8403
213041461,326,192,122,105,2540
213041462,251,99,22,4,2712
213041463,1108,537,190,33,9439
213041571,404,315,136,41,4058
213041572,158,61,9,0,3701
213041573,151,101,17,3,1372
213041574,294,126,32,4,4768
213041575,1005,421,118,19,7335
213041576,730,406,133,25,4895
213041577,437,440,199,34,3300
213041578,592,466,169,53,6745
213051361,1419,692,184,58,8464
213051362,1235,859,339,59,8714
213051363,484,254,57,18,6439
213051368,991,607,297,154,8285
213051464,949,456,119,20,9854
213051466,526,350,58,5,9764
213051467,1133,745,367,189,8457
213051468,1077,615,190,25,11012
213051579,240,125,24,16,5352
213051580,806,383,194,27,7044
213051581,364,190,51,14,4884
213051582,173,82,22,4,5253
213051583,853,424,136,25,13947
213051584,90,50,12,0,3883
213051585,394,216,105,22,5164
213051586,125,72,15,0,4820
213051587,253,118,25,6,5281
213051588,487,288,115,19,9112
213051589,246,127,39,5,4386
213051590,676,381,130,20,5983
214011370,1284,776,352,190,10346
214011371,1824,1352,634,263,12614
214011372,1280,883,565,201,9450
214011373,1660,1257,740,368,9878
214011374,1872,1170,488,124,12202
214011375,1202,891,479,160,8939
214011376,988,546,169,30,6274
214021377,1301,1213,727,176,7001
214021378,936,925,387,96,3736
214021379,1990,1759,928,235,12072
214021381,1911,1509,941,294,10190
214021382,1851,1571,947,311,10515
214021383,2244,2387,1200,331,11258
214021384,1861,1980,1331,652,11596
214021385,1656,1045,515,189,9231
214021591,1009,861,755,354,7378
214021592,1108,1335,854,374,6295
215011386,634,490,268,90,3595
215011387,344,291,110,18,1626
215011388,1181,893,458,189,7735
215011389,365,208,91,39,1702
215011390,583,401,212,119,3005
215011391,313,279,151,49,1559
215011392,733,693,325,134,4109
215011393,254,219,91,31,1245
215011394,607,462,247,119,2901
215021395,539,339,158,36,3433
215021396,399,228,112,30,2152
215021398,296,213,93,37,1561
215021399,482,303,123,33,2672
215021469,1203,922,438,195,8041
215021470,993,722,365,156,7123
215031400,580,427,205,108,2778
215031401,533,494,223,62,2843
215031402,319,291,133,68,1674
215031403,171,146,49,29,1291
215031404,677,493,293,131,4807
215031405,579,364,135,36,2800
216011406,1210,930,506,224,7193
216011407,837,697,339,152,4875
216011408,364,241,106,17,1806
216011409,349,226,151,79,1728
216011410,441,292,161,42,1929
216021411,379,409,238,87,2580
216021412,292,192,83,10,1351
216021413,1039,733,361,107,5641
216021414,601,722,435,150,3866
216031415,554,471,271,130,3732
216031416,1374,896,466,250,9286
216031418,368,225,68,19,1892
216031419,838,577,287,87,4739
216031593,630,426,219,87,4164
216031594,841,694,390,125,6421
217011420,908,689,266,84,4170
217011421,791,700,381,183,4833
217011422,930,785,336,116,5035
217011423,620,534,191,58,3072
217031471,255,265,151,55,1579
217031472,801,726,395,154,5386
217031473,569,448,131,24,2809
217031474,550,358,164,72,2473
217031475,579,390,176,73,3201
217031476,540,490,162,36,2342
217041477,630,391,154,33,3225
217041478,932,861,352,118,5114
217041479,1687,1178,610,191,10609
217041480,1098,921,442,239,6890
297979799,15,4,0,0,40
299999499,779,411,85,18,5907
301011001,1297,843,298,131,8006
301011002,735,435,146,40,3898
301011003,1265,964,512,246,7753
301011004,1413,1034,404,155,9075
301011005,334,247,82,20,1976
301011006,1269,779,321,108,6307
301021007,1676,1502,802,333,8508
301021008,665,500,325,100,3458
301021009,1425,999,448,91,8705
301021011,629,346,143,21,4248
301021012,1434,865,386,145,9650
301021013,1342,1110,760,346,7616
301021550,271,258,120,21,1216
301021551,1236,1317,546,92,4697
301031014,4,0,0,0,5
301031015,839,534,264,118,4402
301031016,923,530,284,103,6011
301031017,299,155,35,12,2701
301031018,645,392,196,39,4595
301031019,612,309,104,18,4801
301031020,1319,897,361,191,7857
301031021,1029,678,362,165,7687
302011022,460,281,108,31,3769
302011023,981,570,268,100,5789
302011024,679,548,357,196,5213
302011025,575,389,210,78,5630
302011026,672,433,174,34,4318
302021027,1031,773,519,288,6937
302021028,565,424,377,315,6727
302021029,490,296,180,54,3476
302021030,306,165,121,108,2378
302021031,979,502,169,76,8400
302021032,465,254,106,48,3958
302021033,488,331,225,139,3787
302021034,762,418,145,72,5625
302031035,663,430,256,83,4855
302031036,6,3,0,0,120
302031037,208,126,39,4,1430
302031038,447,253,86,31,4005
302031039,673,421,199,156,5775
302031040,852,510,223,84,8393
302041041,1220,766,330,85,8590
302041042,886,523,188,60,5100
302041043,271,195,78,26,1946
302041044,722,476,238,136,3779
302041045,801,599,481,239,7428
302041046,503,313,137,62,4908
303011047,884,415,149,53,6908
303011048,396,205,73,31,3989
303011049,769,516,313,162,6626
303011050,564,326,115,37,4018
303011051,1673,1133,482,134,9038
303021052,780,430,146,41,7721
303021053,1297,729,390,184,11206
303021054,370,173,54,20,3188
303021055,703,402,153,47,6933
303021056,619,367,137,89,4906
303021057,453,312,148,73,3811
303021058,397,187,122,69,5855
303021059,942,632,392,149,6472
303031060,1050,733,304,106,8532
303031061,363,306,164,29,3397
303031062,621,393,203,48,4458
303031063,1109,595,321,122,9055
303031064,720,381,132,21,6055
303031065,560,334,299,194,6302
303031066,823,564,309,121,5998
303041067,290,198,136,32,3276
303041068,768,408,180,73,6349
303041069,316,284,174,59,2859
303041070,473,229,117,66,4129
303041071,894,483,208,84,6193
303051072,480,433,173,34,4448
303051073,1438,988,315,111,12018
303051074,405,172,38,5,5227
303051075,1098,532,206,91,7889
303051076,490,316,166,96,4550
303061077,589,352,191,90,4530
303061078,898,564,200,28,7555
303061079,530,461,242,61,4858
303061080,1199,910,436,113,9353
304011081,709,574,314,111,4410
304011082,610,482,161,38,3909
304011083,309,226,84,7,2243
304011084,959,640,334,152,5530
304011085,519,390,120,19,2526
304021086,966,609,298,67,5795
304021087,807,639,351,124,4151
304021088,1052,931,435,108,6491
304021089,431,260,122,33,2505
304021090,818,567,441,131,5518
304021091,695,405,255,225,3472
304031092,713,472,232,133,4551
304031093,464,356,186,94,3133
304031094,969,769,364,88,8286
304031095,546,396,202,36,3834
304031096,664,622,375,87,7125
304031097,585,457,313,117,6028
304041098,485,254,101,48,5295
304041099,0,3,6,0,20
304041100,433,323,291,195,3843
304041101,666,359,157,50,4940
304041102,0,0,0,0,0
304041103,1635,1162,651,152,9766
304041104,760,571,199,67,6144
305011105,957,555,214,34,9576
305011106,390,186,81,37,7030
305011107,589,319,135,66,4146
305011108,830,603,251,87,6977
305011109,1190,830,375,154,8677
305011110,641,404,162,44,9951
305011111,390,236,66,22,4951
305011112,1104,618,201,34,10072
305021113,432,183,55,8,2677
305021114,780,395,152,40,4508
305021115,433,242,97,18,4092
305021116,505,201,63,10,3055
305021117,881,422,174,74,8597
305021118,528,299,93,21,4112
305031119,254,161,114,55,2842
305031120,479,272,109,28,4068
305031121,566,324,184,46,3486
305031122,928,525,299,87,6657
305031123,352,175,71,24,2592
305031124,672,435,211,75,4351
305031125,438,271,108,31,2755
305031126,509,271,111,29,6387
305031127,390,244,101,20,3237
305031128,1167,666,313,99,13598
305031129,392,184,50,12,2417
305031130,475,258,130,51,5192
305031131,769,399,161,62,6836
305041132,1279,731,281,87,7909
305041133,424,337,158,31,3822
305041134,944,594,231,96,6129
305041135,955,522,196,39,8094
305041136,453,249,86,19,3868
305041137,835,620,290,72,8376
306011138,534,280,91,19,2898
306011139,1426,984,369,67,6634
306011140,416,229,85,12,2206
306011141,1116,580,222,74,7098
306011142,1423,879,352,78,8965
306011143,757,511,156,41,3529
306021144,451,225,96,11,3627
306021145,1122,772,293,71,8376
306021146,667,574,294,80,4302
306021147,619,390,181,80,5104
306021148,791,475,182,61,4787
306021149,844,476,205,100,4890
306021150,0,0,0,0,0
306021151,422,282,155,53,2995
306021152,365,292,128,35,2604
306021153,650,374,133,24,4241
306021154,441,308,170,88,3571
306021155,307,234,113,35,2213
306021156,809,544,270,94,4760
306021157,391,289,107,26,2528
306031158,482,355,115,27,2203
306031159,720,503,255,103,3940
306031160,798,547,204,58,3716
306031161,1072,837,359,87,5103
306031162,4,0,0,0,4
306031163,102,34,9,0,722
306041164,669,490,189,42,3303
306041165,628,476,198,47,3487
306051166,921,874,448,164,5666
306051167,616,523,211,50,2627
306051168,666,432,199,41,2737
306051169,1047,914,396,110,4777
306051170,784,605,353,99,5217
307011171,279,151,71,31,1747
307011172,529,307,151,57,4003
307011173,398,251,132,41,2727
307011174,286,196,113,26,1546
307011175,280,189,94,33,1909
307011176,425,218,111,66,3223
307011177,445,284,100,30,2541
307011178,320,242,87,13,1626
307021179,885,672,418,133,4336
307021180,513,346,137,51,3082
307021181,271,164,74,21,1406
307021182,396,286,166,120,2536
307021183,1036,613,274,88,7146
307031184,402,329,155,33,2374
307031185,437,371,137,45,2082
307031186,476,413,164,33,2298
307031187,403,433,240,74,2397
307031188,656,564,198,27,2988
307031189,1106,962,568,194,6706
308011190,325,134,40,3,2927
308011191,606,352,152,36,3414
308011192,843,327,104,41,6452
308031205,394,244,113,48,2892
308031206,184,110,49,3,837
308031207,581,504,215,72,2730
308031208,638,449,187,57,4304
308031209,439,229,65,8,2249
308031210,659,357,136,53,4916
308031211,298,155,69,24,1946
308031212,282,250,102,24,1267
308031213,715,406,229,77,4933
308031214,294,200,117,59,2262
308031215,446,246,151,120,3393
308031216,387,272,160,60,2730
308031217,244,157,70,25,1485
308031218,347,243,89,15,1623
308031219,488,310,95,20,2304
308031220,260,170,52,11,1417
308031221,4,11,0,0,6
308031222,644,353,229,126,3922
308031223,1867,1201,560,172,9970
308041528,600,367,178,49,3680
308041529,334,201,102,53,2630
308051530,878,585,196,30,3431
308051531,881,438,174,49,4835
308051532,8,5,6,4,27
308051533,799,365,147,74,6164
308051534,501,306,111,24,3098
308051535,857,504,157,31,5059
308051536,266,131,51,6,1607
308051537,0,0,0,0,0
308051538,443,190,81,37,2933
308051539,387,227,110,32,2260
309011224,727,529,241,82,4553
309011225,848,789,342,155,5729
309011226,1025,791,455,208,7500
309011227,1336,896,429,114,8983
309011228,987,753,359,112,7126
309011229,572,358,160,47,4439
309021230,651,611,238,134,3914
309021231,1119,793,373,161,7029
309021232,819,555,303,166,5048
309021233,938,788,412,136,6442
309021234,1344,981,411,135,9350
309031235,850,606,402,120,5747
309031236,899,674,344,135,5715
309031237,768,849,560,159,5051
309031238,1506,1275,717,290,10204
309031239,1150,1034,502,117,5579
309031240,950,879,580,181,5079
309041241,519,348,125,16,2457
309041242,1756,1319,616,143,8889
309051243,804,524,200,102,4149
309051244,1542,965,425,98,9906
309051245,574,360,138,30,4463
309061246,1090,849,437,101,6923
309061247,680,440,244,79,4190
309061248,1451,1101,568,245,10543
309061249,1129,572,245,29,8872
309061250,812,547,261,133,4501
309071251,967,451,120,14,9700
309071252,1532,1006,466,162,9710
309071253,1544,1365,736,184,8196
309071254,407,277,76,13,2199
309071256,1236,644,252,40,8763
309071552,441,274,138,34,4737
309071553,835,403,151,21,5644
309071554,397,437,168,19,4771
309071555,266,104,34,0,4689
309071556,689,394,147,16,5597
309071557,1009,612,279,123,9297
309071558,353,172,54,4,3352
309081259,387,364,262,98,2411
309081260,505,330,196,143,3769
309081262,978,667,376,211,9024
309081559,1238,960,506,171,8868
309081560,694,478,374,157,4899
309091263,966,707,521,315,6720
309091264,436,266,100,24,3252
309091265,794,429,145,53,4665
309091540,1112,870,593,297,10627
309091541,1395,1076,654,265,10693
309101267,920,710,361,113,5343
309101268,419,307,134,22,2663
309101269,539,482,301,46,2561
309101561,1155,986,543,109,7803
309101562,1207,1042,458,125,9102
310011271,250,151,50,10,2229
310011272,395,329,275,163,3592
310011274,795,416,248,55,7000
310011275,495,309,222,94,4750
310011276,173,99,42,10,1635
310011563,360,181,56,13,3811
310011564,1594,911,393,96,10902
310021277,1143,890,386,125,5834
310021278,549,494,236,39,2416
310021279,0,0,0,0,0
310021280,1591,1075,455,120,9146
310021281,1081,748,310,61,6208
310021282,1055,715,304,83,6628
310031283,676,462,264,61,5285
310031284,592,356,155,39,4188
310031285,427,285,85,14,3010
310031286,557,346,209,102,3406
310031287,1301,824,436,226,8267
310031288,462,210,75,15,2327
310031289,606,342,93,18,3383
310031290,656,367,146,32,3363
310031291,438,270,108,24,3290
310031292,441,331,203,66,3042
310031293,938,596,308,135,6642
310031294,487,202,63,0,6272
310031295,157,103,87,35,1237
310041297,657,407,159,19,4174
310041298,0,0,0,0,4
310041299,585,307,130,31,4881
310041300,495,322,146,34,4310
310041301,0,0,0,3,3
310041302,885,493,130,23,9435
310041303,419,179,56,7,3353
310041304,810,376,138,18,11452
310041565,500,173,35,7,4617
310041566,436,280,95,17,4232
311011305,1120,891,414,154,6328
311021306,558,412,122,40,3884
311021307,668,600,558,103,5747
311021308,438,283,90,26,4241
311021309,413,297,153,78,2667
311021310,565,330,104,23,4235
311031311,869,701,390,138,8576
311031312,390,260,96,41,3477
311031313,477,265,119,33,3970
311031314,498,289,76,26,4389
311031315,0,0,0,0,0
311031316,619,403,127,26,4091
311031317,622,384,117,39,5672
311031318,435,197,87,13,1970
311031319,1115,486,161,21,6941
311041322,689,456,191,27,4056
311041567,376,191,65,8,2864
311041568,557,292,59,11,4518
311041569,551,352,100,20,3496
311041570,1278,682,261,64,8242
311041571,279,145,42,5,4186
311051323,616,605,553,311,5698
311051324,767,588,191,41,4647
311051325,691,494,184,30,5419
311051326,597,391,127,28,5120
311051327,1018,669,187,34,6219
311051328,370,328,198,86,3273
311061329,536,389,131,12,3614
311061330,507,318,110,23,3990
311061331,245,209,81,11,2168
311061332,996,772,390,71,7826
311061333,525,403,178,53,4311
311061334,669,610,258,115,5033
311061335,404,230,80,10,3445
311061336,544,430,282,146,4916
312011337,749,524,268,58,4287
312011338,625,249,70,7,4739
312011339,243,116,46,13,1719
312011340,354,192,67,11,1754
312011341,500,103,19,3,4930
312021342,1108,617,301,94,7165
312021343,309,200,114,106,1902
312021344,937,408,116,19,6516
312021345,3,0,0,0,5
312021346,321,169,68,24,2223
312021347,114,39,14,0,358
312021348,877,547,275,76,5586
312021349,472,275,165,102,2973
312021350,360,205,91,50,2814
312021351,559,319,120,19,4021
312021352,947,628,238,60,5326
312021353,854,520,212,33,3932
312021354,511,245,83,21,2917
312021355,324,162,69,11,1594
312021356,503,302,150,42,3167
312021357,641,329,104,16,3705
312021358,490,307,147,89,3189
312031359,1141,742,233,29,8423
312031360,0,0,0,0,0
312031361,771,561,241,50,4176
313011362,1446,1625,860,183,7873
313011363,2230,2780,1605,455,10530
313021364,428,216,104,26,3160
313021366,1233,1027,515,161,9955
313021367,343,225,84,18,2072
313021368,574,374,178,32,4782
313021369,381,284,101,21,2110
313021572,1031,774,355,106,7955
313021573,814,598,360,216,5487
313031370,493,400,157,30,2727
313031371,651,517,182,56,3821
313041372,1152,762,307,62,7772
313041373,1456,1256,732,247,10016
313041374,535,272,99,9,2880
313041375,1178,660,277,78,9728
313041376,256,208,68,5,1659
313051377,701,538,239,76,4124
313051378,1269,990,409,98,6358
313051379,985,950,491,143,5272
313051380,1090,956,698,397,7870
313051574,26,28,8,0,228
313051575,1654,1397,655,219,8251
314011382,1506,858,388,115,8540
314011383,1478,726,231,37,9891
314011384,956,628,224,33,5012
314011385,688,351,115,20,4155
314011386,1769,1218,524,87,13192
314011387,1480,991,354,57,7053
314021389,1156,671,318,116,11280
314021576,263,132,28,8,2566
314021577,1252,782,412,162,9927
314021578,579,285,97,34,7283
314021579,1345,764,399,136,11384
314031391,574,477,146,68,4652
314031392,401,276,128,45,3363
314031393,714,382,127,20,4236
314031394,825,590,274,45,6506
315011395,28,9,0,0,197
315011396,637,410,143,13,3544
315011397,68,61,29,0,437
315011398,83,24,13,0,575
315011399,170,59,8,0,1154
315011400,530,359,134,20,2439
315011401,229,91,20,4,1558
315011402,222,82,12,3,1481
315011403,246,54,11,5,2157
315021404,249,131,51,8,1539
315021405,1138,405,182,37,8327
315021406,293,119,41,4,1964
315021407,222,120,59,17,1393
315031408,354,235,133,47,2030
315031409,359,192,64,25,1697
315031410,138,107,43,3,967
315031411,213,121,53,18,1083
315031412,337,189,70,35,1844
316011413,1694,1657,938,491,10095
316011414,1690,1174,588,201,9684
316011415,866,474,190,42,6054
316011416,578,438,407,173,5865
316021417,857,633,333,145,5084
316021418,717,579,269,87,3886
316021419,768,740,396,146,3951
316021421,1413,1407,728,183,6873
316021422,908,640,353,123,4539
316021423,975,705,457,166,5517
316021424,877,538,284,98,5855
316021580,849,536,227,52,7672
316021581,867,761,667,351,7245
316031425,1668,1186,469,130,9127
316031426,1371,1069,521,123,6666
316031427,2084,1844,974,480,13341
316031428,1327,1014,384,135,7357
316051434,614,666,319,119,3142
316051435,1082,1158,710,199,5465
316051437,840,604,239,41,4105
316051438,982,950,635,301,5553
316051543,549,349,136,33,2466
